VendorAddress,VendorID,VendorINN,VendorNm 
"649000, г.Горно-Алтайск, ул.Объездная, 18",16647,0411143365,"ООО ""Планета здоровье"""
"г.Улан-Удэ, ул.Дальневосточная, 7",16649,0323037270,"ГП РБ ""БурятФармация"", Аптека №1"
"127994, г.Москва, Вадковский пер., 18, стр. 5 и 7",16651,7707515984,Роспотребнадзор
"127549, г.Москва, ул.Пришвина, 21",16653,7715680438,"ООО ""МЕДЭП - Новые Технологии"""
"196158, г.Санкт-Петербург, Московское ш., 4 (юр.адрес), 193167, г.Санкт-Петербург, ул.Александра Невского, 9, оф.402-405",16656,7810980375,"ЗАО ""Арома Петербург"""
"г.Москва, Ленинский пр-т, 33, стр.3, пом.31-39",16657,7722108461,"ЗАО ""Пульмомед"""
"620131, г.Екатеринбург, ул.Викулова, 26.",16660,6658030333,"МУП ""Аптека №440"""
"г.Москва, ул.Кулакова, 20",16661,7715683742,"ОАО ""Орматек"""
"г.Махачкала ул.Казбекова,172",16665,056004384833,ИП Абдуллаев Руслан Абдуллаевич
"664046,г .Иркутск, ул.Байкальская, 122",16668,3811030650,"ГУЗ ""Иркутская областная станция переливания крови"""
"450106, г.Уфа, ул.Батырская, 39",16669,0274036320,ГУП ''Башфармация''
"623400, г.Каменск-Уральский, ул.Белинского, 98",16681,6612019344,"ООО ""ИсетьТехГаз"""
"641730, г.Далматово, ул.4-го Уральского полка, 66",16683,4501127083,"ОАО ""Курганфармация"", Аптека №114"
"640000, г.Курган, ул.Пушкина, 91",16684,4501127083,"ООО ""Курганфармация"""
"620049, г.Екатеринбург, ул.Лодыгина, 8-23",16685,6670188101,"ООО ""Феберлик"""
"443044, г. Самара, ул. Товарная, 70",16688,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"г.Великие Луки, ул.К.Либкнехта, 6/12",16690,6025033827,"ООО ""Гигиена"""
"г. Чайковский, ул. Азина, 10",16691,590400835943,ИП Тетерин А.П.
"346800, Мясниковский р-н, Юго-Восточная промзона, 13/1",16692,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"150044, г.Ярославль, ул.Промышленная, 2",16694,7729350817,"ЗАО ""Аптека-Холдинг"""
"360051, г.Нальчик, ул.Кабардинская, 17",16697,071402844040,ИП Папашев М.Р.
"105215, г.Москва, ул.Константина Федина, 1, корп.2",16700,7719149267,"ЗАО ""Предприятие ""Генезис-М"""
"610014, г.Киров, ул.Пугачева, 33,корп.1",16703,4345022764,"ЗАО ""Киров-фарм"""
"610042, г.Киров, ул.Березниковская, 24",16704,4345012639,"ООО ""Дельрус-К"""
"603000, г.Нижний Новгород, ул.Нартова, 6, корп.12, оф.806",16705,7723123462,"ЗАО ""Компания ""Интермедсервис"""
"690105, г. Владивосток, ул. Русская, 94",16706,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"410056, г.Саратов, ул.Н.Г.Чернышевского, 94",16713,7704150140,"ООО ""Морон"""
"410015, г.Саратов, ул.Фабричная, д. 1А",16714,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"г.Москва, ш.Энтузиастов, 23",16718,7720233097,"ФГУП ""Государственный завод медицинских препаратов"""
"614990, г.Пермь, ш.Космонавтов, 111",16722,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"420088, г.Казань, ул.Родина, 7",16723,7729350817,"ЗАО ""Аптека-Холдинг"""
"620151, г.Екатеринбург, ул.Данилы Зверева, стр.31, лит.Р",16727,6661090124,"ЗАО ""Генезис-Екатеринбург"""
"620017, г.Екатеринбург, ул.Старых Большевиков, 1а",16728,7701184655,"ЗАО ""Фармацевтическая акционерная компания ""Балтимор"""
"660062, г.Красноярск, ул.Телевизорная, 8А",16729,7701184655,"ЗАО ""Фармацевтическая акционерная компания ""Балтимор"""
"г.Благовещенск, ул.Нагорная, 1",16732,2801016937,"ОАО ""Амурфармация"", Аптечный склад"
"г.Москва, ул.Лестева, 18",16734,7725012888,"ОАО ""Корпорация ""Фарминдустрия"""
"г.Тула, пр-д Некрасова, 3",16737,7704150140,"ООО ""Морон"""
"г.Благовещенск, ул.Западный промышленный Узел",16738,2801137297,"ООО ""Парацельс Приамурья"""
"г.Орел, ул.Курская, 215 Б",16740,7728658430,"ООО ""Группа компаний ""Надежда-Фарм"", филиал г.Орел"
"г.Москва, ул.Плеханова, 2, кор.5",16746,7720031037,"ЗАО ""Ретиноиды"""
"Московская обл., Оболенск",16750,5077019660,"ООО ""Фармамедикал"""
"197089, г.Санкт-Петербург, ул.Л.Толстого, 6/8",16752,7813047167,"ГП ""Аптечная база ""Фармимэкс"""
"г.Москва, ул.Красноказарменская, 14",16756,7722100134,"ЗАО ""Фармацевтическая торговая компания ""Время"""
"г.Сергеев-Посад, Московское ш., 3",16758,5042093454,"ООО ""Мосфарм"""
"г.Иваново, ул.Свободы, 35",16759,3702314074,"ООО ""Фармацентр плюс"""
"614000, г.Пермь, ул.Хлебозаводская, 22",16760,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"127299, г.Москва, ул.Космонавта Волкова, 5, стр.1",16763,7743535993,"ООО ""Аптека-Холдинг 1"""
"346800, Мясниковский р-н, село Чалтырь, Промзона 6, 4",16764,6122010381,"ООО ""Ника Фармацевтика"""
"344064, г.Ростов-на-Дону, ул.Днепроградская, 9А, 344015, г.Ростов-на-Дону, ул.339 -й Стрелковой Дивизии, 25/1, 344092, г.Ростов-на-Дону, ул.Добровольс",16766,6161032276,"ООО ""АСТИ фармацевтика"""
"394033, г.Воронеж, ул.Остужева, 43В",16767,3665044476,"ООО ""Генезис-Воронеж"""
аул Адыге-Хабль,16772,261001580021,ИП Гукев Руслан Зулькарнеевич
"440028, г.Пенза, ул.Титова, 1",16778,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"141420, Солнечногорский р-н, Голиково, Усковский пр-д, 2",16781,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"г. Барнаул, ул. П. Сухова, 13",16794,2224021480,"ООО ""Фармасервис"""
"681000, г.Комсомольск-на-Амуре, а/я 89 (юр.адрес), 681010, г.Комсомольск-на-Амуре, ул.Вокзальная, 19",16796,2703020734,"ООО ""Фарма ТЭК"""
"г.Екатеринбург, ул.Кирова 28/Толедова,43, лит.36, к.40",16797,6658320321,"ОАО ""Уральский фармацевтический холдинг"""
"603079, г.Нижний Новгород, Московское ш., 105",16803,7726320638,"ЗАО ""Роста"""
"420141, г.Казань, ул.Сафиуллина, 5",16804,7704150140,"ООО ""Морон"""
"г.Тюмень, 11 км. Ялуторовского тракта, стр 7, стр.8",16812,7726320638,"ЗАО ""Роста"""
"664040, г.Иркутск, ул.Розы Люксембург, 184",16822,3810023308,"ОАО ""Фармасинтез"""
"428020, г.Чебоксары, Базовый пр-д, 7",16824,7701184655,"ЗАО ""Фармацевтическая акционерная компания ""Балтимор"""
"603009, г.Нижний Новгород, пр-т Гагарина, 37, корп.39",16826,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"г.Иркутск,ул.Баррикад,129",16827,7701184655,"ЗАО ""Фармацевтическая акционерная компания ""Балтимор"""
"446100, г.Чапаевск, ул.Куйбышева, 16",16830,6335010442,"ООО ""Фармаполторг +"""
"142111, Подольский р-н, сельское поселение ""Рязанское"", Симферопольское ш., 21, стр.2",16840,5074114509,"ОАО ""Мособлфармация"""
"620039 г Екатеринбург, ул.Машиностроителей, 31а",16858,6661000152,"ОАО ""Уралбиофарм"""
"350072, г.Краснодар, ул.Московская, 5",16859,2312052248,"ЗАО ""Трик-М"""
"350072, г.Краснодар, ул.Тополинная Аллея, 10",16860,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"350001, г.Краснодар, Центральный округ, ул.Фурманова, 3",16866,5262036363,"ООО ""Фармкомплект"""
"170024, г.Тверь, Старицкое ш., 2",16867,6904018394,"ОАО ""Тверская фармацевтическая фабрика"""
"170002, г.Тверь, ул.Александра Завидова, 13/12",16868,6901013609,"ЗАО ""СИА Интернейшнл Лтд"""
"183034, г.Мурманск, пр-т Героев-Североморцев, 82/2",16870,7724053916,"ЗАО ""Фирма ""Центр внедрения ""Протек"", филиал №23, г.Мурманск"
"426039, г.Ижевск, ул.Кольцевая, 11",16873,1833045304,"ООО ""Удмуртская торгово-промышленная компания"""
"350001, г.Краснодар, ул.Фурманова 3",16874,2308098440,"ООО ""Трэдифарм-К"""
"г.Краснодар, ул.Фурманова, 3",16875,7726320638,"ЗАО ""Роста"""
"350063, г.Краснодар, ул.Мира, 36",16877,2310037974,"ООО ""Алгоритм"""
"344019, г. Ростов-на-Дону, ул. Мясникова, 54",16878,6167033950,"ООО ""Восток-фарм"""
"195112, г.Санкт-Петербург, ул.Республиканская, 22",16881,7806046525,"ООО ""Медицина Санкт-Петербург"""
"193149, Всеволожский р-н, Новосаратовка, промзона ""Уткина заводь"", участок №1",16886,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"192283, г.Санкт-Петербург, Загребский б-р, 33, пом.11-Н, лит.А",16888,7816363530,"ООО ""Фармацевтическая компания ""Пульс"""
"300004, г.Тула, Торховский пр-д, 9",16892,7105041448,"ООО ""СИА Интернейшнл-Тула"""
"пос.Березовка, ул.Пархоменко, 2",16893,2404002335,"ООО ""Конкорд"""
"г.Березовский, Режевской тракт, 15 км, 1",16894,6604016011,"ООО ""Компания ""Уралактив"""
"620100, г.Екатеринбург, Сибирский тракт, 49",16895,6662012320,"ГУП СО ""Фармация"", Аптека №16"
"г.Тюмень, ул.Ветеранов труда, 50",16896,7729350817,"ЗАО ""Аптека-Холдинг"""
"г.Москва, Алтуфьевское ш., 27, стр.1 оф.442",16897,7701681336,"ООО ""Компания ""БТФ"""
"660062, г.Красноярск, ул.Телевизорная, 7А",16901,2463049663,"ООО ""Республиканская аптечная база"""
г.Пермь,16903,5908002499,"ЗАО ""Медисорб"""
"121165, г.Москва, ул.Киевская, 24, стр.1",16904,7725508281,"ООО ""Аленфарм"""
"125047, г.Москва, 2-я Тверская-Ямская, 6",16909,7710027560,"ЗАО ""АСАП Фарм"""
"г.Воронеж, ул.232 Стрелковой дивизии, 45Б",16913,3665031614,"ООО ""Профи-Фарм"""
"428018, г.Чебоксары, ул.Бондарева, 13/15",16915,2130044972,"ОАО ""Фармацевтическая фабрика"""
"344029, г.Ростов-на-Дону, Первомайский р-н, ул.Менжинского, 4в",16916,6167033950,"ООО ""Фармацевтическое предприятие ""Восток-фарм"""
"644076, г.Омск, Окружная дорога, 15",16918,5503038352,"ЗАО ""СИА Интернейшнл Лтд"""
"г. Воронеж , ул. Дружинников, 7б",16919,3662990563,"ООО ""СИА Интернейшнл-Воронеж"""
"620043, г.Екатеринбург, ул.Черкасская, 10",16921,6658303654,"ООО ""Торговая компания ""Уралбиофарм"""
"344011, г.Ростов-на-Дону, Доломаноский пер., 55",16924,7726320638,"ЗАО ""Роста"""
"644009, г.Омск, ул.Масленникова, 175, 644099, г.Омск, ул.Булатова, 98",16925,7726320638,"ЗАО ""Роста"""
"197342, г.Санкт-Петербург, ул.Торжковская, 1, Аптечный склад",16929,7814010561,"ЗАО ""Торговый дом ""Невис"""
"г. Екатеринбург, ул. Аппаратная, 7",16933,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"344039, г.Ростов-на-Дону, ул.Курская, 1",16935,7743535993,"ООО ""Аптека-Холдинг 1"""
"г.Смоленск, ул.Бабушкина, 7",16937,6731040105,"ЗАО ""СИА Интернейшнл Лтд"""
"426006, г.Ижевск, ул.Баранова, 45",16938,1832079942,"ООО ""Иммунофарм"""
"194362, г.Санкт-Петербург, пос.Парголово, ул.Железнодорожная, 11, к.2",16945,7701184655,"ЗАО ""Фармацевтическая акционарная компания ""Балтимор"""
"603034, г. Н. Новгород, ул. Лейтенанта Шмидта, д. 1А, Лит. Д, г.Нижний Новгород, пр-т Гагарина, 37, корп.39а",16948,7743535993,"ООО ""Аптека-Холдинг 1"""
"690034, г.Владивосток, ул.Воропаева, 22",16960,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"г.Чебоксары, ул.50 лет Октября, 26/24, оф.1",16976,2130056706,"ООО ""Фармгрупп"""
"г.Москва, Яковоапостольский пер., 11-13, оф.13",16979,7709272649,"ООО ""Научно-производственная фирма ""Материа Медика Холдинг"""
"г.Самара, ул.Мальцева, 7",16981,7726320638,"ЗАО ""Роста"""
"420108, г.Казань, ул.М.Гафури, 71, г.Казань, ул.Зайцева, 14, кв.24",16988,1654036310,"ООО ""Рафэл"""
"346800, Мясниковский р-н, село Чалтырь, Промзона 6, 4",16990,6122010381,"ООО ""Ника-фармацевтика"""
"г.Иркутск, ул.Доржы Банзарова, 6",16997,3808045424,"ЗАО ""СИА Интернейшнл Лтд"""
"456660, Красноармейский р-н, с.Миасское, ул.Кирова, 53а",17014,7432013095,"ООО ""Транзит-Фарм"""
"г.Ростов-на-Дону, Октябрьский р-н, ул.Юфимцева, 17/18",17015,7704150140,"ООО ""Морон"""
"г.Саратов, ул.Бахметьевская, 33, г.Саратов, ул.Чернышеского, 94",17023,7724053916,"ЗАО ""Фирма ""Центр внедрения ""Протек"", филиал №18, г.Саратов"
"129090, г.Москва, ул.Щепкина, 25/20",17026,7702662953,"ООО ""Мосфармторг"""
"420015, г.Казань, ул.Жуковского, 26, 420015, г.Казань, ул.Восстания, 100",17027,5260093687,"ООО ""Асфарма-Рос"""
"127273, г.Москва, ул.Олонецкая, 23",17035,7715759448,"ООО ""Биофарм"""
"394033, г.Воронеж, ул.Планетная, 26, офис 203, 394049, г.Воронеж, Рабочий пр-т,101",17037,5262036363,"ООО ""Фармкомплект"""
"г.Котовск, ул.Котовского, 21",17045,6829028249,"ООО ""Топ сервис"""
"620149, г.Екатеринбург, ул.Бардина, 23-37",17048,6661010778,"ООО ""Роберт-91"""
"Наро-Фоминский р-он, пос.Кокошкин, ул.Дзержинского, 4",17056,5030035842,"ЗАО ""Фирн-М"""
"430033, г.Саранск, ул.Ярославская, 11",17057,1300002949,"ГУП РМ ""Фармация"" аптечный склад"
"111116, г.Москва, ул.Авиамоторная, 6, стр.20, 111141, г.Москва, ул.Электродная, 2, стр.12-13-14",17058,7713569466,"ООО ""Витта компани"""
"г.Барнаул, ул.Попова, 68, г.Барнаул, ул.Попова, 179 Б, лит.А",17064,7729350817,"ЗАО ""Аптека-холдинг"""
"670045 г. Улан-Удэ, ул Октябрьская, 48",17066,0326486040,"ООО ""Пола"""
"644024, г.Омск, ул.Декабриств, 45, 644027, г.Омск, ул.20 лет РККА, 298",17067,5504050190,"ООО ""Медэкспорт"""
"г.Воронеж, ул.Карпинского, 39",17081,7704150140,"ООО ""Морон"""
"г.Копейск, ул.Ленина, 41",17091,7411021923,"ОАО ""Фармацевтическая фабрика"""
"196084, г.Санкт-Петербург, Московский пр-кт, 78, лит.А, пом.2-Н",17108,7810654928,"ООО ""Вариант"""
"г.Санкт-Петербург, ул.Моисеенко, 12-14, лит.В",17112,7704150140,"ООО ""Морон"""
"350031, г.Краснодар, Витаминокомбинат",17130,2311044357,"ООО ""Рослекраспром"""
"129226, г.Москва, ул.Сельскохозяйственная, 17/2, корп.4",17131,7717575830,"ООО ""АГ Фарм"""
"г.Ижевск, ул.Ново-Ажимова, 12",17132,7729350817,"ЗАО ""Аптека-Холдинг"""
"443035, г.Самара , ул.Краснодонская, 68",17133,6319128990,"ООО ""Амедика - Поволжье"""
"432031, г.Ульяновск, ул.Металлистов, 23",17134,7328041530,"ООО ""Биоком"""
"119571, г.Москва, ул.26 Бакинских Комиссаров, 9 оф.60",17135,7720275428,"ООО ""Велфэр"""
"391351, г.Елатьма, Рязанской обл., Касимовского р-на, ул.Янина, 25",17137,6204001412,"ОАО ""Елатомский приборный завод"""
"109316, г.Москва, Волгоградский пр-т, 43, корп.43",17139,7721224225,"ООО ""НПО ""Источник долголетия"""
"125195, г.Москва, Ленинградское шоссе, 96, корп.1",17140,7743623128,"ООО ""Торговый дом ""Красота и здоровье"""
"420036, г.Казань, ул.Дементьева, 28",17141,1657005261,"НПФ ""Медикон"""
"603001, г. Нижний Новгород, ул. Торговая, 12-14",17142,5260094602,"ООО ""СиЭс Медика Поволжье"""
"4332072,г.Ульяновск,проспект Львовский,д.24",17143,7303017912,"ООО ""Рафэл-2"""
"127015, г.Мрсква, ул.Вятская, 1",17144,7714692222,"ООО ""Рецепты долголетия"""
"432071, г.Ульяновск, ул.Орлова, 22",17145,7325039613,"ООО ""Рокада-Мед-4"""
"446100, г.Чапаевск, ул.Ленина, 99-Б",17146,6335003533,"ОАО ""Самарамедпром"""
"634021, г.Томск, пр-т Фрунзе, 240F, стр.6",17147,7017035614,"ООО ""Сибирский Медицинский Центр"""
"443099, г.Самара, ул.Куйбышева, 32-10",17149,6316133544,"ООО ""Упраляющая компания ""Солком"""
"443099, г.Самара, ул.Куйбышева, 32 оф.1-6",17150,6317076289,"ООО ""Солком Регион"""
125450 г.Москва ул.Туристская 14 кор.1 оф.2-3,17151,7733100810,"ЗАО ""Ст.-Медифарм"""
"659332, г.Бийск, ул.Социалистическая, 23/6",17152,2204008548,"ООО ""Торговый дом ""Эвалар"""
"115114, г.Москва, ул.Дербеневская, 11А, стр.13, оф.5",17153,7706115084,"ООО ""Экология жизни"""
"141109, г.Щелково, ул.Талсинская, 1",17154,5050022129,"ЗАО ПП ""Эндо-Фарм-А"""
"111141, г.Москва, ул.Электродная, 2, стр.12-13-14",17155,7813040517,"ООО ""Медико фармацевтическая фирма ""Аконит"""
"390035, г.Рязань, ул.Островского, 49А",17158,6228013664,"ООО ""Спрей"""
"г.Златоуст, ул.Доватора, 24",17164,7404035298,"ООО ""Нава"""
"680000, г.Хабаровск, ул.Комсомольская, 22",17168,2721098187,"ООО ""Медикаменты плюс-Хабаровск"""
"г.Улан-Удэ, ул.Норильская, 12",17169,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"г.Хабаровск, ул.Краснореченская, 114",17171,2720022298,"ООО ""Фармэко-ОПТ"""
"630033, г.Новосибирск, ул.Оловозаводская, 25",17172,7729350817,"ЗАО ""Аптека-Холдинг"""
"656045, г.Барнаул, Змеиногорский тракт, 110",17177,2224046870,"КГУЗ ""Алтайский краевой противотуберкулезный диспансер"""
"440011, г.Пенза, пр-т Победы, 69, 440052, г.Пенза, ул.Свердлова, 2",17181,5835030188,"ЗАО ""СИА Интернейшнл Лтд"""
"665048, г.Иркутск, ул.Розы Люксембург, 184",17193,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"115230, г.Москва, Каширское ш., 6, корп.1",17196,7727217129,"ООО ""ОФК ""Медицина для Вас"""
"169915, г.Воркута, ул.Гагарина, 10",17199,1103040127,"ООО ""Аптека 36,6"""
"620027, г.Екатеринбург, ул.Николая Никонова, 4",17202,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"355008, г.Ставрополь,ул.Гражданская,9, оф.219",17204,2636048587,"ООО ""СиЭс Медика Ставрополь"""
"355029, г.Ставрополь, ул.Ленина, 394, корп.401",17206,2635050142,"ООО ""Парамед-Юг"""
"357625,г.Ессентуки,ул.Пятигорская,118-А",17208,2626003724,"ООО ""Понтон"""
"г.Самара, пгт Красная Глинка, кв-л 4, 19",17215,6313130633,"ЗАО ""Фармацевтическая компания ""Интерлек"""
"г.Калининград, пр-т Мира, 5/7",17219,3905043870,"ООО ""Лекфарм"""
"443109, г.Самара, ул.Товарная, 7к",17220,6319060421,"ЗАО ""СИА Интернейшнл Лтд"""
"г.Санкт-Петербург, ул.Радищева, 20",17222,7726320638,"ЗАО ""Роста"""
"194292, г.Санкт-Петербург,1-й Верхний пер., 10, лит.А, корп.3",17223,7801109122,"ООО ""ПрофитМед Санкт-Петербург"""
"454005, г. Челябинск, ул. Степана Разина, 4",17224,7451192379,"ЗАО ""Медсервис-регион"""
"г.Барнаул, ул.Партизанская, 190",17232,222202794742,ИП Ракитина Т.Б.
"г.Котовск, ул.Котовского, 21",17236,6829028249,"ООО ""Фармацевтическая компания ""Топ-Сервис"""
"644105, г.Омск-105, ул.4-я Челюскинцев, 1, г.Омск, ул.Лескова, 1а",17239,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"121108, г.Москва, ул.Малая Филевская, 12/2, корп.1",17245,7731178747,"ООО ""Фирма ""Дива фармацевтика"""
"г.Махачкала, пр-т Ленина, 64/104",17266,0561046931,"ООО ""Фарма-сфера"""
"г.Краснодар, ул.Таманская, 176",17275,7743535993,"ООО ""Аптека-Холдинг 1"""
"г.Москва, ул.1-ая Фрезерная, 2/1, стр.1",17278,7705104932,"ООО ""Фармацевтическая компания ""Русмед"""
"г.Челябинск, ул.Рылеева, 16а",17279,7729350817,"ЗАО ""Аптека-Холдинг"""
"214019, г.Смоленск, ул.Аптечная, 1",17281,6731033838,"ОГУЗ ""Смоленский областной центр контроля качества и сертификации лекарственных средств"""
"450054, г.Уфа, пр-т Октября, 68",17286,0276009272,"ООО ""ЛеММ"""
"г.Новочеркасск, ул.Красный спуск, 6 лит.Б, кв.1",17288,615017273262,ИП Аветисова Надежда Александровна
"450078, г.Уфа, Владивостокская, 1а",17291,0274052297,"ООО ""Фирма ""Фармпродукт"""
"192236, г.Санкт-Петербург, ул.Софийская, 14",17299,7813040517,"ООО ""Медико фармацевтическая фирма ""Аконит"""
"г.Москва, ул.Костякова, 6/5",17300,7713514202,"ООО ""Фармтек"""
"г.Кыштым, ул.Интернационала, 101",17307,741300079223,ИП Гармс А.Я.
"675028, г.Благовещенск, ул.Красноармейская, 132",17313,2801129923,"ООО ""Фарм-Экспресс Приморье"""
"г.Барнаул, ул.Н.Ярных, 2",17317,7710106212,"ОАО ""Фармацевтический импорт, экспорт"" (ОАО ""Фармимэкс""), Алтайский филиал"
"г.Челябинск, ул.Трактовая, 26Б",17318,7704150140,"ООО ""Морон"""
"г.Благовещенск, ул.Загородная, 53",17321,2801131369,"ООО ""Фарм-Экспресс Саха"""
"188681, Всеволожский р-н, пос.Мяглова, Овощная база, комн.2а",17324,4703110660,"ООО ""МедПромСбыт"""
"194044, г.Санкт-Петербург, ул.Чугунная, 14",17326,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"г.Саратов, ул.Московское ш., 79",17333,6453098362,"ОАО ""Саратовский аптечный склад"""
"410086, г.Саратов, Песчано-Уметский тракт, 42",17337,7710106212,"ОАО ""Фармацевтический импорт, экспорт"" (ОАО ""Фармимэкс"")"
"600026, г.Владимир, Краснознаменная ул., 4",17343,3328404610,"ООО ""Медилон-Фармимэкс"""
"620016, г.Екатеринбург, ул.Академика Вонцовского, 1А",17355,7726320638,"ЗАО ""Роста"""
"450064, г.Уфа, ул.Комарова, 18/1",17357,0278040648,"ООО ""Ками-Уфа"""
"454048, г.Челябинск, ул.К.Либкнехта, 2-312",17377,7451029710,"ООО ""Вазакор"""
"305000, г.Курск, ул.Радищева, 13/15",17378,4632033463,"ОАО ""Курская Фармация"", Георгиевская аптека"
"400042, г.Волгоград, ш.Авиаторов, 1",17380,3443074769,"ООО ""Формед-Волга"""
г.Санкт-Петербург,17382,7802019418,"ООО ""Научно-производственная коммерческая фирма ""Эклиф"""
г.Санкт-Петербург,17383,7804349161,"ООО ""Крейт"""
САНКТ-ПЕТЕРБУРГ,17384,7803043491,"ООО ""ТРИВЕС"""
СЫКТЫВКАР,17386,110104118655,ИП Шефер Ольга Рейнгольдовна
г.Нижний Новгород,17387,5259018011,"ООО ""Предприятие Репер-НН"""
"457003, г.Челябинск, пр-т Победы, 33-37",17389,744700010045,ИП Дьяконов СП
г.Челябинск,17391,7453032363,ЗАО Полисорб
г.Челябинск,17392,7813040517,"ООО ""Медико фармацевтическая фирма ""Аконит"""
МОСКВА,17393,7743614099,"ООО ""Милосердие Фарм"""
ТОМСК,17394,7017025172,"ООО ""Мибминводы"""
г.Санкт-Петербур,17395,7810639197,"ООО ""НПФ ""Абрис +"""
"241004, г.Брянск, пр-т Московский, 106А",17396,7722100134,"ЗАО ""Фармацевтическая торговая компания ""Время"""
"392000, г.Тамбов, ул.Мичуринская, 89Б",17401,6832001504,"ОАО ""Тамбовагропромкомплект"""
"420095, г.Казань, ул.Восстания, 100",17410,1658061621,"ООО ""Казань-Фарм"""
"143000, г.Одинцово, ул.Маковского, 8",17426,5000000024,"ГУП ""Мособлфармация"", Аптека №21/6"
"614013, г.Пермь, ул.3-я Набережная, 42",17433,7726320638,"ЗАО ""Роста"""
"660030, г.Красноярск, ул.Пугачёва, 2А",17436,7743535993,"ООО ""Аптека-Холдинг 1"""
"г.Краснодар, ул.Московская, 42, корп.16",17443,6167033950,"ООО ""Фармацевтическое предприятие ""Восток-фарм"""
"610042, г.Киров, ул.Березниковская, 24",17444,4347029500,"Кировское ОГУП ""Аптечный склад"""
"г.Нальчик, ул.Шогенова, 50",17452,0714000430,"ООО ""Фарма Интернейшинал Компани Россия-СНГ"""
"160009, г.Вологда, ул.Мира, 80, 160024, г.Вологда, ул.Карла Маркса, 109",17454,3525142956,"ООО ""Аптечный приказ"""
"394026, г.Воронеж, ул.Дружинников, 5-б",17466,7728056192,"ЗАО ""Шрея Корпорейшнл"""
"г.Череповец, Советский пр-т, 99А",17471,3528083025,"ООО ""Аптечная сеть ""Торговый дом ""ТАТ"""
"614068, г.Пермь, ул.Пушкина, 116, корп.6,, г.Пермь, ул.Яблочкова, 36",17477,5902141305,"ООО ""Грасс"""
"625051, г.Тюмень, ул.30 лет Победы, 87",17481,7710106212,"ОАО ""Фармацевтический импорт, экспорт"" (ОАО ""Фармимэкс"")"
"г.Реутов, пр-т Юбилейный, 54",17483,5012052958,"ООО ""КБ-Фарм"""
"г.Кирс, ул.Широнина, 10",17495,4305000429,"Кировское ОГУП ""Верхнекамская центральная районная аптека №15"""
"660022, г.Красноярск, ул.Партизана Железняка, 1, корп.3",17509,2465054041,"ООО ""СибЦНИЛ"""
"623700, г.Березовский, Западная промзона, 2",17519,6659044610,"ЗАО ""СИА Интернейшнл-Екатеринбург"""
"633001, Новосибирская область, г. Бердск, Речкуновская зона отдыха тер. д. 4/1",122145,5445116961,"ООО ""Терра"""
г.Иркутск,17520,3808054524,"ООО ""Региональный оптовый склад ""Ангро"""
"125183, г.Москва, Дмитровское шоссе, д. 157, стр. 7",17521,7743521327,"ООО ""Фармалайн"""
"г.Волгоград, ул.Полоненко, 12",17526,7726320638,"ЗАО ""Роста"""
"г.Чита, ул.Белорусская, 4",17535,7537003168,"ООО ""Фармабизнес"""
"693012, г.Южно-Сахалинск, ул.Шлакоблочная, 33",17537,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"644052, г.Омск, ул.22 Партсьезда, 98, корп.2",17538,5503007178,"ГОО ""РПП ""Фармация"""
"644021, г.Омск, ул 7-ая Линия, 132",17543,7701184655,"ЗАО ""Фармацевтическая акционерная компания ""Балтимор"""
"613980, г.Луза, ул.М.Горького, 7А",17547,4316000854,"Кировское ОГУП ""Лузская центральная районная аптека №80"""
"г.Ростов-на-Дону, ул.Орская, 27А",17550,6166069640,"ООО ""Макс-Фарм"""
"г.Ставрополь, Чапаевский пр-д, 54",17555,2636004967,"ЗАО ""Биоком"""
"369000, г.Черкесск, ул.Международная, 85-а",17563,0917009075,"ООО ""Фарма +"""
"141002, Мытищинский р-н, Мытищи г, Новомытищинский пр-кт, 5, корп.1А",17564,7702542832,"ООО ""Ростмед"""
"357500, г.Пятигорск, Кисловодское ш., 15",17567,2632059154,"ООО ""Фарм-Сфера"""
"г.Уфа, ул.Комсомольская, 2",17587,0274133757,"ООО ""Фора-Фарм Уфа"""
"142844, Ленинский р-н, Говорово, 47 км МКАД",17589,7719635690,"ООО ""Луганфарма"""
"121087, г.Москва, Промышленный пр-д, 5",17592,7730016550,"ЗАО ""Форп"""
"127238, г.Москва, Линейный пр-д, 8, корп.1, э.1, комн.1-7",17600,7713053544,"ООО ""Биотэк"""
